D & N Haveli,,,,,-,-,,-,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,,,-,,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,-,-,-,-,0,0,0,0,0,0,,,,,-,-,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daman & Diu,,,,,-,-,,-,0,0,0,0,1,10,,,,,-,-,,,0,0,0,0,0,0,,,,,,,-,,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,1,10,,,,,-,-,-,-,0,0,0,0,0,0,,,,,-,-,0,0,0,0,0,0,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakshdweep,,,,,-,-,,-,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,,,-,,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,-,-,,,0,0,0,0,0,0,,,,,-,-,-,-,0,0,0,0,0,0,,,,,-,-,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puducherry,1,10,1,-,1,10,1,10,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,,,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,10,1,-,1,10,1,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGHS & Central Government organizations,24,906,23,-,23,911,15,790,15,790,15,810,16,1119,11,332,9,-,9,327,8,362,8,362,8,411,8,436,3,205,3,235,3,235,1,160,1,180,5,285,6,285,-,-,-,-,-,-,,,0,0,0,0,12,12,-,-,-,-,-,-,,,1,16,1,16,1,16,5,165,5,-,5,235,5,235,5,235,5,235,6,235,-,-,-,-,-,-,-,-,0,0,0,0,0,0,43,1608,40,235,40,1708,29,1547,30,1583,34,1757,49,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source: Ministry of Health & Family Welfare;Deptt of AYUSH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Source: Ministry of Health & Family Welfare;Deptt of AYUSH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Source: State Government and Concerned Agencies,,,,,,,,,,,,,,,,,,,Source: Ministry of Health & Family Welfare;Deptt of AYUSH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,** Figures of State Telengana is Provisional and information for Andhara Pradesh for the year 2014 is as on 01/01/2014.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hosp.: Hospital.              CGHS: Central Government Health Scheme.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hosp.: Hospital.              CGHS: Central Government Health Scheme.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hosp.: Hospital.              CGHS: Central Government Health Scheme.,,,,,,,,,,,,,,,,,,,Hosp.: Hospital.              CGHS: Central Government Health Scheme.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
